PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
1242172800,OTHER,2004,5,NISSAN,QUEST 3.5L V6 MPI,S,4D WAGON S,GOLD,AUTO,1,Alloy,82927,TOP LINE ASIAN,VAN,OTHER,8181,9840,9335,11127,8181,9840,9335,11127,,,17212,75020,TX,7200,0,853
1251763200,ADESA,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,96378,AMERICAN,MEDIUM,FORD,3709,4743,4506,5622,3724,4823,4522,5709,,,20833,78754,TX,3375,0,1053
1254787200,OTHER,2006,3,FORD,ESCAPE 2WD V6 3.0L V,XLT,4D CUV 3.0L XLT,GREY,AUTO,1,Alloy,85757,AMERICAN,SMALL SUV,FORD,10259,12838,11580,14365,8466,10387,12470,14503,,,8655,35613,AL,7825,0,983
1282780800,ADESA,2006,4,CHEVROLET,COLORADO PICKUP 2WD,LS,REG CAB 2.8L,WHITE,MANUAL,3,Special,72779,AMERICAN,SMALL TRUCK,GM,5381,7199,10222,11416,4540,5691,8485,9643,,,3453,80817,CO,5005,0,686
1260835200,MANHEIM,2008,1,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,RED,AUTO,2,Covers,72148,AMERICAN,VAN,GM,9313,11470,14171,16209,8740,11006,13485,15555,,,20234,85040,AZ,7305,0,2091
1234310400,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,2D COUPE,BLACK,MANUAL,2,Covers,78927,AMERICAN,COMPACT,GM,4962,5841,5859,6808,5386,6750,6317,7790,,,20928,32824,FL,4200,0,803
1281571200,ADESA,2005,5,HYUNDAI,SONATA V6,GLS,4D SEDAN,BLUE,AUTO,1,Alloy,50442,OTHER ASIAN,MEDIUM,OTHER,4497,5723,7938,9069,4476,5953,8184,9971,,,52598,28273,NC,6275,0,671
1291075200,MANHEIM,2008,2,CHEVROLET,COBALT,LT,4D SEDAN LT,GREY,AUTO,1,Alloy,56646,AMERICAN,COMPACT,GM,6922,8135,10376,11769,7149,8560,10542,12150,NO,GREEN,18880,37210,TN,6800,0,671
1242345600,OTHER,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,1,Alloy,51996,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,,,99750,95673,CA,5200,0,1086
1274054400,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BEIGE,AUTO,2,Covers,72538,AMERICAN,LARGE,GM,8138,9107,12221,13088,7958,9031,12185,13286,,,18881,27542,NC,8300,0,1974
1236729600,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,76975,AMERICAN,LARGE,GM,7364,8714,8453,9911,7347,8811,8435,10016,,,5546,33809,FL,7345,0,1974
1285804800,MANHEIM,2002,8,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,BLUE,AUTO,1,Alloy,81774,AMERICAN,LARGE TRUCK,CHRYSLER,5032,6389,8310,9508,5105,6309,8589,10004,,,18111,30272,GA,8810,0,1283
1275436800,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GOLD,AUTO,1,Alloy,81629,AMERICAN,MEDIUM,GM,4747,6176,7832,9498,4732,5853,8026,9207,,,23359,92807,CA,5430,0,1373
1277769600,MANHEIM,2005,5,SATURN,VUE 2WD 4C,,4D CUV 2.2L,GREY,AUTO,1,Alloy,64564,AMERICAN,MEDIUM SUV,GM,4838,6129,8109,9464,4660,6287,7779,9338,,,20928,34761,FL,6735,0,1411
1241049600,ADESA,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GOLD,AUTO,,,87586,AMERICAN,MEDIUM,GM,3486,5019,4265,5921,3486,5019,4265,5921,,,19619,28273,NC,4200,0,1243
1272326400,MANHEIM,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,SILVER,AUTO,2,Covers,80451,AMERICAN,LARGE,GM,4490,5548,7383,8606,3878,5149,7102,8586,,,835,85040,AZ,7140,0,2152
1271203200,OTHER,2007,3,PONTIAC,VIBE,,4D WAGON,WHITE,AUTO,1,Alloy,73364,AMERICAN,MEDIUM,GM,8151,9450,10938,13175,7265,8380,10869,11947,,,18880,35004,AL,7700,0,569
1239062400,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,2D CONVERTIBLE,BLACK,AUTO,1,Alloy,68763,AMERICAN,MEDIUM,CHRYSLER,6638,7733,7669,8852,6638,7733,7669,8852,,,17212,75050,TX,6360,0,1215
1266796800,OTHER,2006,4,CHEVROLET,EQUINOX AWD V6,LT,4D SUV LT,SILVER,AUTO,1,Alloy,78179,AMERICAN,MEDIUM SUV,GM,10699,12883,14805,16987,10860,13082,14931,17077,,,17212,76063,TX,9000,0,1506
1248220800,MANHEIM,2006,3,KIA,OPTIMA 4C 2.4L I4 MP,LX,4D SEDAN LX,GOLD,AUTO,2,Covers,68600,OTHER ASIAN,MEDIUM,OTHER,4871,6206,5761,7202,4772,6076,5654,7062,,,20928,32824,FL,5515,0,728
1251763200,OTHER,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,2,Covers,46600,AMERICAN,MEDIUM,CHRYSLER,7139,7639,8210,8750,7457,7945,8554,9081,,,99761,74135,OK,6500,0,975
1255046400,MANHEIM,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,BLACK,AUTO,2,Covers,72552,AMERICAN,SPECIALTY,CHRYSLER,9126,10178,10356,11492,8728,9863,12668,13951,,,20207,76040,TX,9040,0,1389
1280793600,MANHEIM,2003,7,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,RED,AUTO,1,Alloy,91731,TOP LINE ASIAN,MEDIUM SUV,OTHER,6160,7184,9855,11079,5485,6541,8705,9904,,,21973,34761,FL,7450,0,920
1239148800,MANHEIM,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,76764,AMERICAN,LARGE,FORD,6266,7716,7267,8833,6266,7716,7267,8833,,,20928,32824,FL,6700,0,1506
1235520000,OTHER,2004,5,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES DURATEC,GREEN,AUTO,1,Alloy,89527,AMERICAN,MEDIUM,FORD,3471,4406,4249,5258,8289,9075,9452,10301,,,835,85009,AZ,5060,0,983
1287446400,MANHEIM,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,GOLD,AUTO,2,Covers,91033,TOP LINE ASIAN,MEDIUM,OTHER,7314,7820,10710,11582,6933,8014,9987,11805,,,21973,34761,FL,7135,0,620
1256256000,OTHER,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,GOLD,AUTO,2,Covers,50535,AMERICAN,MEDIUM,CHRYSLER,7171,7771,8245,8893,7950,8563,11110,11706,,,99761,74135,OK,6600,0,754
1234915200,ADESA,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,63023,AMERICAN,LARGE,GM,7860,9088,8989,10315,8461,9575,9638,10841,,,20234,85226,AZ,7240,0,1703
1274400000,MANHEIM,2002,8,JEEP,LIBERTY 4WD V6,Spo,4D SUV SPORT,BLUE,AUTO,1,Alloy,85146,AMERICAN,SMALL SUV,CHRYSLER,4865,5938,7991,8760,4600,5549,7334,8408,,,16044,17545,PA,5440,0,1283
1235520000,MANHEIM,2005,4,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,BLUE,AUTO,2,Covers,81095,AMERICAN,VAN,FORD,4605,5607,5473,6556,4165,5574,4998,6520,,,23359,94544,CA,4165,0,1633
1256688000,ADESA,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,66841,AMERICAN,LARGE,GM,6573,7798,7599,8922,6590,7684,10099,11228,,,21053,85226,AZ,7270,0,1703
1292371200,MANHEIM,2003,7,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,BLUE,AUTO,,,86833,AMERICAN,LARGE SUV,FORD,5839,6897,9737,10519,5839,6897,9737,10519,,,21053,87105,NM,9715,0,1413
1257897600,MANHEIM,2007,2,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,GREY,AUTO,1,Alloy,69862,AMERICAN,LARGE,FORD,8280,10447,9442,11783,8798,10948,12665,15149,,,18822,64161,MO,7485,0,1313
1265155200,ADESA,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L ADVENTURER,WHITE,AUTO,1,Alloy,84354,AMERICAN,MEDIUM SUV,CHRYSLER,10883,12166,15468,16807,8897,11127,12995,15111,,,21053,85226,AZ,8080,0,1503
1291766400,OTHER,2008,2,CHEVROLET,HHR,LS,4D SUV 2.2L LS,BLUE,AUTO,2,Covers,79189,AMERICAN,MEDIUM,GM,6531,7761,9776,11125,7949,9172,11322,12425,NO,GREEN,52492,29697,SC,7900,0,803
1267488000,MANHEIM,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,78861,AMERICAN,LARGE,GM,4120,5269,6782,8709,3646,4812,6775,8181,,,22916,80022,CO,6280,0,1974
1240358400,MANHEIM,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,80776,AMERICAN,LARGE,FORD,6266,7716,7267,8833,6266,7716,7267,8833,,,20234,94544,CA,5750,0,1633
1274313600,OTHER,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,MANUAL,1,Alloy,49792,AMERICAN,COMPACT,GM,4780,5888,8544,9614,4540,5728,7890,9062,,,20833,73108,OK,5335,0,623
1279670400,ADESA,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,RED,AUTO,2,Covers,76203,AMERICAN,MEDIUM,CHRYSLER,6954,8088,10979,12058,6953,8360,10670,12076,,,17212,77086,TX,7130,0,920
1242777600,MANHEIM,2002,7,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,3,Special,85802,AMERICAN,VAN,CHRYSLER,3123,4290,3873,5133,3123,4290,3873,5133,,,18822,78219,TX,4935,0,2063
1269388800,MANHEIM,2008,2,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,32376,AMERICAN,COMPACT,GM,7494,8025,10592,11274,7324,7810,10376,10943,,,8655,75236,TX,6925,0,582
1239580800,MANHEIM,2002,7,FORD,F150 PICKUP 2WD V8 5,XLT,CREW CAB 5.4L KING RANCH,RED,AUTO,1,Alloy,87898,AMERICAN,LARGE TRUCK,FORD,7351,9233,8439,10472,7351,9233,8439,10472,,,21973,27542,NC,8935,0,1153
1254787200,OTHER,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER 3.5L LS,GREEN,AUTO,2,Covers,80900,AMERICAN,VAN,GM,5613,6677,6562,7711,6619,8568,10452,12792,,,8655,35613,AL,6925,0,2282
1234828800,MANHEIM,2003,6,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,WHITE,AUTO,1,Alloy,72656,AMERICAN,VAN,CHRYSLER,3492,4428,4271,5282,3934,4850,4749,5738,,,18881,30331,GA,4200,0,1923
1239062400,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,SILVER,AUTO,2,Covers,78730,AMERICAN,MEDIUM,CHRYSLER,5443,6528,6378,7550,5443,6528,6378,7550,,,16044,28625,NC,5830,0,1389
1274832000,MANHEIM,2001,9,HYUNDAI,ACCENT,GS,2D HATCHBACK GS,WHITE,AUTO,2,Covers,62288,OTHER ASIAN,COMPACT,OTHER,1803,2676,4625,6864,1119,1658,3385,4157,,,19619,32824,FL,3750,0,1125
1242086400,OTHER,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2,Covers,57067,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,,,99750,37421,TN,5500,0,1086
1290470400,MANHEIM,2004,6,NISSAN,MAXIMA,SE,4D SEDAN SL,BLACK,AUTO,1,Alloy,77119,TOP LINE ASIAN,LARGE,OTHER,7028,8422,10598,12173,7891,9797,11930,14013,NO,GREEN,17212,75050,TX,7785,0,1155
1254873600,MANHEIM,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,MAROON,AUTO,2,Covers,54140,AMERICAN,MEDIUM,CHRYSLER,8190,8956,9345,10172,7781,8545,11777,12505,,,20740,22801,VA,8300,0,920
1241568000,MANHEIM,2002,7,FORD,FOCUS 2.0L I4 SFI,ZX5,4D WAGON ZX5,BLUE,AUTO,1,Alloy,63415,AMERICAN,COMPACT,FORD,3130,3891,3880,4702,3130,3891,3880,4702,,,19619,32824,FL,4100,0,1320
1249257600,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,2,Covers,58947,AMERICAN,MEDIUM,CHRYSLER,5427,6508,6361,7529,5620,6675,6570,7709,,,21973,27542,NC,5435,0,1086
1236902400,ADESA,2005,4,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L LS,WHITE,AUTO,1,Alloy,61760,AMERICAN,VAN,GM,6283,7520,7286,8622,6879,8234,7929,9393,,,23359,91752,CA,6850,0,1801
1233792000,OTHER,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GOLD,AUTO,1,Alloy,76917,AMERICAN,LARGE,FORD,6042,7247,7025,8327,7101,8336,8169,9503,,,8655,38637,MS,7125,0,1506
1252540800,MANHEIM,2002,7,DODGE,INTREPID 3.5L V6 MPI,ES,4D SEDAN ES,SILVER,AUTO,1,Alloy,64930,AMERICAN,LARGE,CHRYSLER,1674,2628,2308,3338,2493,3391,5693,6840,,,16926,92337,CA,4935,0,1808
1239148800,OTHER,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,2,Covers,89155,AMERICAN,MEDIUM,CHRYSLER,4273,5223,5115,6141,4273,5223,5115,6141,,,18880,29697,SC,4300,0,1503
1265932800,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2,Covers,54486,AMERICAN,MEDIUM,CHRYSLER,7314,8006,10875,11513,7777,8231,11363,11738,,,99761,74135,OK,7100,0,754
1238544000,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V8 4,STX,EXT CAB 4.6L STX,BLUE,AUTO,,,64720,AMERICAN,LARGE TRUCK,FORD,7457,9296,8554,10540,7457,9296,8554,10540,,,21053,92807,CA,8055,0,728
1231891200,OTHER,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,2,Covers,51355,AMERICAN,VAN,CHRYSLER,4458,5499,5315,6439,5035,6250,5938,7250,,,18880,29697,SC,6200,0,1251
1250640000,OTHER,2003,6,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,GREY,AUTO,1,Alloy,73442,AMERICAN,MEDIUM SUV,CHRYSLER,4336,5644,5183,6596,4113,5499,4942,6439,,,18880,29697,SC,6200,0,1689
1282089600,MANHEIM,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,2,Covers,75947,AMERICAN,MEDIUM,CHRYSLER,5620,6749,9173,10178,6439,7621,9566,10774,NO,GREEN,20833,75236,TX,5670,0,1389
1280880000,ADESA,2005,5,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,RED,AUTO,2,Covers,73125,OTHER ASIAN,COMPACT,OTHER,3101,3901,6401,7368,3035,3878,6239,6988,,,21053,85226,AZ,5540,0,920
1281571200,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,GOLD,AUTO,1,Alloy,87603,AMERICAN,MEDIUM,FORD,4633,6373,8224,10030,4242,6037,7427,9189,,,19662,78227,TX,5915,0,983
1285891200,OTHER,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,67668,AMERICAN,MEDIUM SUV,GM,7588,9296,11700,13945,6886,8335,11403,12961,,,52117,25177,WV,9287,0,1703
1269216000,MANHEIM,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,GREY,AUTO,1,Alloy,79535,AMERICAN,LARGE,GM,9019,10413,12682,14186,8529,10063,12234,14261,,,20928,27542,NC,8300,0,1974
1250726400,MANHEIM,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BEIGE,AUTO,2,Covers,55432,AMERICAN,MEDIUM,CHRYSLER,7265,7852,8346,8980,7165,7765,8238,8886,,,18111,30272,GA,7245,0,754
1245888000,ADESA,2004,5,KIA,AMANTI 3.5L V6 MPI,,4D SEDAN,SILVER,AUTO,1,Alloy,74707,OTHER ASIAN,LARGE,OTHER,5249,6983,6169,8042,5249,6983,6169,8042,,,18111,28273,NC,6760,0,1272
1256860800,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,49480,AMERICAN,MEDIUM SUV,GM,7067,8700,8132,9896,6597,7997,10635,12083,,,22916,89165,NV,8220,0,834
1289433600,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,2,Covers,64954,AMERICAN,LARGE,GM,7913,8780,11692,12746,8448,9762,12717,13854,NO,GREEN,22916,80229,CO,7975,0,1703
1259798400,MANHEIM,2006,3,KIA,SPECTRA,,4D SEDAN EX,RED,AUTO,1,Alloy,62512,OTHER ASIAN,MEDIUM,OTHER,4378,5369,5228,6299,4572,5660,7854,8770,,,18880,29532,SC,5955,0,533
1240790400,MANHEIM,2005,4,JEEP,LIBERTY 2WD V6 3.7L,Spo,4D SUV,WHITE,AUTO,1,Alloy,68308,AMERICAN,SMALL SUV,CHRYSLER,6813,8206,7858,9362,6813,8206,7858,9362,,,17675,27542,NC,7000,0,630
1242777600,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,74682,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5248,6596,6168,7624,,,99750,78219,TX,5000,0,1389
1251417600,MANHEIM,2007,2,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L LX,WHITE,AUTO,2,Covers,64533,AMERICAN,VAN,CHRYSLER,8316,11007,9481,12388,7261,8927,8342,10141,,,20207,75236,TX,7850,0,1411
1235088000,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,BLACK,AUTO,1,Alloy,49006,AMERICAN,LARGE TRUCK,CHRYSLER,8778,10634,9980,11985,9348,11123,10596,12513,,,17212,75236,TX,8940,0,693
1270598400,OTHER,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GREY,AUTO,2,Covers,49985,AMERICAN,MEDIUM,GM,3264,4394,6229,7427,3117,4567,6098,7967,,,835,85009,AZ,4685,0,834
1237852800,OTHER,2004,5,HYUNDAI,SONATA V6 2.7L V6 MP,GLS,4D SEDAN,WHITE,AUTO,1,Alloy,51884,OTHER ASIAN,MEDIUM,OTHER,3711,4674,4508,5548,3549,4722,4333,5600,,,3453,84104,UT,5810,0,671
1288051200,OTHER,2004,6,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.7L SLT,BLUE,AUTO,1,Alloy,95638,AMERICAN,MEDIUM SUV,CHRYSLER,7694,9153,11304,13174,7507,9187,11378,12942,,,3453,84104,UT,9175,0,1918
1290038400,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN SE,GREY,AUTO,2,Covers,78545,AMERICAN,MEDIUM,CHRYSLER,7895,8943,11619,12642,7717,8710,11396,12452,NO,GREEN,20833,72117,AR,8505,0,1155
1243987200,MANHEIM,2005,4,CHRYSLER,PACIFICA FWD 3.8L V6,Bas,4D SPORT,GREEN,AUTO,2,Covers,76463,AMERICAN,CROSSOVER,CHRYSLER,6952,8321,8008,9487,6777,8506,7819,9686,,,20928,32824,FL,7600,0,1389
1288051200,OTHER,2005,5,PONTIAC,GRAND AM V6,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,68365,AMERICAN,MEDIUM,GM,3273,4357,6242,7641,3322,4546,6906,8188,,,19662,70401,LA,5125,0,1898
1238544000,MANHEIM,2004,5,NISSAN,MAXIMA 3.5L V6 MPI,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,76656,TOP LINE ASIAN,LARGE,OTHER,8208,10163,9365,11476,8208,10163,9365,11476,,,19619,32824,FL,10100,0,1155
1253664000,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,79436,AMERICAN,MEDIUM,CHRYSLER,5248,6627,6168,7657,5248,6627,6168,7657,,,19619,32824,FL,5100,0,1389
1234742400,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,WHITE,AUTO,1,Alloy,51572,AMERICAN,LARGE TRUCK,CHRYSLER,8778,10634,9980,11985,9348,11123,10596,12513,,,20207,37210,TN,9480,0,754
1282608000,MANHEIM,2005,5,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,SILVER,AUTO,1,Alloy,81141,AMERICAN,SMALL SUV,FORD,5444,7274,8923,11731,5506,6732,8753,10454,,,3453,80022,CO,7230,0,983
1287532800,OTHER,2006,4,CHRYSLER,PT CRUISER,Lim,4D SEDAN,RED,AUTO,1,Alloy,48696,AMERICAN,MEDIUM,CHRYSLER,4679,5782,7955,9107,4585,5568,7800,8839,,,52644,60445,IL,6905,0,975
1240876800,MANHEIM,2006,3,CHEVROLET,1500 SILVERADO PICKU,LS,REG CAB 4.3L,SILVER,AUTO,2,Covers,65332,AMERICAN,LARGE TRUCK,GM,7534,9492,8637,10751,7534,9492,8637,10751,,,21053,85040,AZ,5980,0,1118
1255564800,ADESA,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,BLACK,AUTO,1,Alloy,44239,AMERICAN,COMPACT,CHRYSLER,3298,4191,4062,5026,2935,3790,3670,4593,,,17675,28273,NC,4840,0,553
1282780800,OTHER,2007,3,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,WHITE,AUTO,2,Covers,83661,AMERICAN,MEDIUM,GM,7157,8735,11439,12756,6892,7784,10040,11015,,,8655,73108,OK,7435,0,1373
1283990400,MANHEIM,2004,6,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L,SILVER,AUTO,1,Alloy,83045,AMERICAN,VAN,GM,2920,4086,6225,7703,2816,4018,5999,7118,,,8172,30272,GA,4810,0,5092
1271721600,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLUE,AUTO,2,Covers,88832,AMERICAN,LARGE,GM,8797,9940,11922,13413,7767,8537,11552,12473,,,10430,46803,IN,8470,1,2152
1254873600,OTHER,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,GOLD,AUTO,1,Alloy,71383,AMERICAN,MEDIUM SUV,GM,7325,8810,8411,10015,7952,9656,11159,13860,,,835,85009,AZ,8295,0,1389
1286236800,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,2,Covers,42998,AMERICAN,MEDIUM,CHRYSLER,7420,8664,11168,12538,7629,8779,11501,12633,,,1231,50111,IA,8945,1,834
1232496000,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLACK,AUTO,2,Covers,63307,AMERICAN,MEDIUM,FORD,4485,5430,5344,6364,5172,6156,6086,7148,,,3453,80011,CO,5480,0,825
1252368000,OTHER,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,BLUE,AUTO,2,Covers,48702,AMERICAN,MEDIUM,CHRYSLER,8642,9221,9833,10459,8740,9333,12355,13073,,,99761,74135,OK,7800,0,834
1273104000,MANHEIM,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L,GREY,AUTO,1,Alloy,78477,AMERICAN,LARGE TRUCK,CHRYSLER,8052,10312,12209,15082,8613,10766,12594,14868,,,835,85353,AZ,10465,0,920
1236816000,ADESA,2004,5,FORD,EXPLORER 4WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,GREY,AUTO,1,Alloy,75359,AMERICAN,MEDIUM SUV,FORD,6555,8018,7579,9159,6638,8037,7669,9180,,,22916,80817,CO,7450,0,1740
1269302400,OTHER,2005,5,SUZUKI,FORENZA,S,4D SEDAN,WHITE,AUTO,2,Covers,52018,OTHER ASIAN,MEDIUM,OTHER,3594,4404,6774,7481,3012,3908,5632,6631,,,19619,46239,IN,4585,0,505
1290470400,OTHER,2006,4,DODGE,DURANGO 4WD V8,Adv,4D SUV 4.7L,RED,AUTO,1,Alloy,90424,AMERICAN,MEDIUM SUV,CHRYSLER,9374,11819,14499,16257,8438,10611,13316,15247,YES,GREEN,1235,84104,UT,11105,1,1918
1242691200,OTHER,2006,3,DODGE,DAKOTA PICKUP 2WD V6,ST,EXT CAB 3.7L,WHITE,AUTO,1,Alloy,54930,AMERICAN,SMALL TRUCK,CHRYSLER,8835,11028,10042,12410,8835,11028,10042,12410,,,21053,95673,CA,7505,0,920
1279238400,OTHER,2006,4,CHEVROLET,COBALT,LS,2D COUPE,PURPLE,AUTO,2,Covers,67984,AMERICAN,COMPACT,GM,4165,5100,7635,8601,4295,5086,7451,8337,,,52117,25177,WV,5626,0,728
1260403200,ADESA,2008,1,DODGE,NITRO 4WD V6,SLT,4D SUV 3.7L,BLACK,AUTO,1,Alloy,92601,AMERICAN,MEDIUM SUV,CHRYSLER,14467,16455,18611,20768,12850,14867,16323,18695,,,1235,80817,CO,9670,1,1053
1273104000,OTHER,2009,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN,BEIGE,AUTO,2,Covers,44767,AMERICAN,MEDIUM,CHRYSLER,9274,9900,13280,13930,8915,9331,13085,13504,,,99761,74135,OK,8900,0,834
1261094400,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,1,Alloy,50819,AMERICAN,MEDIUM,CHRYSLER,6897,7389,11172,11635,6967,7560,10921,11542,,,99761,74135,OK,6400,0,754
1259798400,ADESA,2006,3,FORD,FREESTYLE FWD V6,SE,4D CUV 3.0L SE,WHITE,AUTO,1,Alloy,56731,AMERICAN,CROSSOVER,FORD,7096,8918,8164,10131,7919,9488,11876,13286,,,20928,32219,FL,8400,0,1169
